BenefitName,BusinessYear,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,CopayInnTier1,CopayInnTier2,CopayOutofNet,EHBVarReason,Exclusions,Explanation,ImportDate,IsCovered,IsEHB,IsExclFromInnMOOP,IsExclFromOonMOOP,IsStateMandate,IsSubjToDedTier1,IsSubjToDedTier2,IssuerId,IssuerId2,LimitQty,LimitUnit,MinimumStay,PlanId,QuantLimitOnSvc,RowNumber,SourceName,StandardComponentId,StateCode,StateCode2,VersionNum
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0050001-01,,111,HIOS,42507AK0050001,AK,AK,3
Major Dental Care - Child,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0050001-01,,112,HIOS,42507AK0050001,AK,AK,3
Basic Dental Care - Adult,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0050001-01,,113,HIOS,42507AK0050001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,Not Covered,,,,,,,42507,42507,,,,42507AK0050001-01,,114,HIOS,42507AK0050001,AK,AK,3
Major Dental Care - Adult,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0050001-01,,115,HIOS,42507AK0050001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0050001-01,,118,HIOS,42507AK0050001,AK,AK,3
Non-Medically Necessary Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,1000.0,Dollars per Lifetime,,42507AK0050001-01,Yes,119,HIOS,42507AK0050001,AK,AK,3
Routine Dental Services (Adult),2014,20%,,20%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,No,No,42507,42507,,,,42507AK0060001-00,,68,HIOS,42507AK0060001,AK,AK,3
Dental Check-Up for Children,2014,20%,,20%,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0060001-00,Yes,104,HIOS,42507AK0060001,AK,AK,3
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0060001-00,,110,HIOS,42507AK0060001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0060001-00,,111,HIOS,42507AK0060001,AK,AK,3
Major Dental Care - Child,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0060001-00,,112,HIOS,42507AK0060001,AK,AK,3
Basic Dental Care - Adult,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0060001-00,,113,HIOS,42507AK0060001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,Not Covered,,,,,,,42507,42507,,,,42507AK0060001-00,,114,HIOS,42507AK0060001,AK,AK,3
Major Dental Care - Adult,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0060001-00,,115,HIOS,42507AK0060001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0060001-00,,118,HIOS,42507AK0060001,AK,AK,3
Routine Dental Services (Adult),2014,20%,,20%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,No,No,42507,42507,,,,42507AK0060001-01,,68,HIOS,42507AK0060001,AK,AK,3
Dental Check-Up for Children,2014,20%,,20%,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0060001-01,Yes,104,HIOS,42507AK0060001,AK,AK,3
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0060001-01,,110,HIOS,42507AK0060001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0060001-01,,111,HIOS,42507AK0060001,AK,AK,3
Major Dental Care - Child,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0060001-01,,112,HIOS,42507AK0060001,AK,AK,3
Basic Dental Care - Adult,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0060001-01,,113,HIOS,42507AK0060001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,Not Covered,,,,,,,42507,42507,,,,42507AK0060001-01,,114,HIOS,42507AK0060001,AK,AK,3
Major Dental Care - Adult,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0060001-01,,115,HIOS,42507AK0060001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0060001-01,,118,HIOS,42507AK0060001,AK,AK,3
Routine Dental Services (Adult),2014,,,,,,,,,,2013-06-04 08:25:28,,,,,,,,45858,45858,,,,45858AK0030001-00,,68,HIOS,45858AK0030001,AK,AK,1
Dental Check-Up for Children,2014,No Charge after deductible,,No Charge after deductible,No Charge,,No Charge,,,,2013-06-04 08:25:28,Covered,Yes,No,Yes,,Yes,No,45858,45858,1.0,Visit(s) per 6 Months,,45858AK0030001-00,Yes,104,HIOS,45858AK0030001,AK,AK,1
Basic Dental Care - Child,2014,45% Coinsurance after deductible,,45% Coinsurance after deductible,No Charge,,No Charge,,,,2013-06-04 08:25:28,Covered,Yes,No,Yes,,Yes,No,45858,45858,,,,45858AK0030001-00,,110,HIOS,45858AK0030001,AK,AK,1
Orthodontia - Child,2014,,,,,,,,,,2013-06-04 08:25:28,,,,,,,,45858,45858,,,,45858AK0030001-00,,111,HIOS,45858AK0030001,AK,AK,1
Major Dental Care - Child,2014,65% Coinsurance after deductible,,65% Coinsurance after deductible,No Charge,,No Charge,,,,2013-06-04 08:25:28,Covered,Yes,No,Yes,,Yes,No,45858,45858,,,,45858AK0030001-00,,112,HIOS,45858AK0030001,AK,AK,1
Basic Dental Care - Adult,2014,,,,,,,,,,2013-06-04 08:25:28,,,,,,,,45858,45858,,,,45858AK0030001-00,,113,HIOS,45858AK0030001,AK,AK,1
Orthodontia - Adult,2014,,,,,,,,,,2013-06-04 08:25:28,,,,,,,,45858,45858,,,,45858AK0030001-00,,114,HIOS,45858AK0030001,AK,AK,1
Major Dental Care - Adult,2014,,,,,,,,,,2013-06-04 08:25:28,,,,,,,,45858,45858,,,,45858AK0030001-00,,115,HIOS,45858AK0030001,AK,AK,1
Accidental Dental,2014,,,,,,,,,,2013-06-04 08:25:28,,,,,,,,45858,45858,,,,45858AK0030001-00,,118,HIOS,45858AK0030001,AK,AK,1
Routine Dental Services (Adult),2014,100%,,100%,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,2.0,Visit(s) per Year,,38536AK0010001-00,Yes,68,HIOS,38536AK0010001,AK,AK,2
Dental Check-Up for Children,2014,100%,,100%,No Charge,,No Charge,Above EHB,,,2013-08-01 12:48:00,Covered,Yes,No,Yes,,No,No,38536,38536,2.0,Visit(s) per Year,,38536AK0010001-00,Yes,104,HIOS,38536AK0010001,AK,AK,2
Basic Dental Care - Child,2014,80% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,,,,2013-08-01 12:48:00,Covered,Yes,No,Yes,,Yes,Yes,38536,38536,,,,38536AK0010001-00,,110,HIOS,38536AK0010001,AK,AK,2
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Additional EHB Benefit,,"Medical Necessity , 24 month waiting period",2013-08-01 12:48:00,Covered,,No,Yes,,No,No,38536,38536,,,,38536AK0010001-00,,111,HIOS,38536AK0010001,AK,AK,2
Major Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,,,,2013-08-01 12:48:00,Covered,Yes,No,Yes,,Yes,Yes,38536,38536,,,,38536AK0010001-00,,112,HIOS,38536AK0010001,AK,AK,2
Basic Dental Care - Adult,2014,80% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010001-00,,113,HIOS,38536AK0010001,AK,AK,2
Orthodontia - Adult,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Optional. Family Plan - Active and Passive services related to the guidance and alignment of teeth,2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,,,,38536AK0010001-00,,114,HIOS,38536AK0010001,AK,AK,2
Major Dental Care - Adult,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010001-00,,115,HIOS,38536AK0010001,AK,AK,2
Accidental Dental,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,Damage resulting from chewing or biting food or other objects,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010001-00,,118,HIOS,38536AK0010001,AK,AK,2
Non-Medically Necessary Orthodontia,2014,50%,,50%,No Charge,,No Charge,Above EHB,,"Optional Buy-Up. Family Plan, 24 month waiting period",2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,,,,38536AK0010001-00,,119,HIOS,38536AK0010001,AK,AK,2
Routine Dental Services (Adult),2014,100%,,100%,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,2.0,Visit(s) per Year,,38536AK0010002-00,Yes,68,HIOS,38536AK0010002,AK,AK,2
Dental Check-Up for Children,2014,100%,,100%,No Charge,,No Charge,Above EHB,,,2013-08-01 12:48:00,Covered,Yes,No,Yes,,No,No,38536,38536,2.0,Visit(s) per Year,,38536AK0010002-00,Yes,104,HIOS,38536AK0010002,AK,AK,2
Basic Dental Care - Child,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,,,,2013-08-01 12:48:00,Covered,Yes,No,Yes,,Yes,Yes,38536,38536,,,,38536AK0010002-00,,110,HIOS,38536AK0010002,AK,AK,2
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Additional EHB Benefit,,"Medical Necessity , 24 month waiting period",2013-08-01 12:48:00,Covered,,No,Yes,,No,No,38536,38536,,,,38536AK0010002-00,,111,HIOS,38536AK0010002,AK,AK,2
Major Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,,,,2013-08-01 12:48:00,Covered,Yes,No,Yes,,Yes,Yes,38536,38536,,,,38536AK0010002-00,,112,HIOS,38536AK0010002,AK,AK,2
Basic Dental Care - Adult,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010002-00,,113,HIOS,38536AK0010002,AK,AK,2
Orthodontia - Adult,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Optional. Family Plan - Active and Passive services related to the guidance and alignment of teeth,2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,,,,38536AK0010002-00,,114,HIOS,38536AK0010002,AK,AK,2
Basic Dental Care - Adult,2014,80% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010003-00,,113,HIOS,38536AK0010003,AK,AK,2
Orthodontia - Adult,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Optional. Family Plan - Active and Passive services related to the guidance and alignment of teeth,2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,,,,38536AK0010003-00,,114,HIOS,38536AK0010003,AK,AK,2
Major Dental Care - Adult,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010003-00,,115,HIOS,38536AK0010003,AK,AK,2
Accidental Dental,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,Damage resulting from chewing or biting food or other objects,Family Plan,2013-08-01 12:48:00,Covered,,Yes,Yes,,Yes,Yes,38536,38536,,,,38536AK0010003-00,,118,HIOS,38536AK0010003,AK,AK,2
Non-Medically Necessary Orthodontia,2014,50%,,50%,No Charge,,No Charge,Above EHB,,"Optional Buy-Up. Family Plan, 24 month waiting period",2013-08-01 12:48:00,Covered,,Yes,Yes,,No,No,38536,38536,,,,38536AK0010003-00,,119,HIOS,38536AK0010003,AK,AK,2
Routine Dental Services (Adult),2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-00,,68,HIOS,42507AK0010001,AK,AK,3
Dental Check-Up for Children,2014,No Charge,,No Charge,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0010001-00,Yes,104,HIOS,42507AK0010001,AK,AK,3
Basic Dental Care - Child,2014,20% Coinsurance after deductible,,20% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0010001-00,,110,HIOS,42507AK0010001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0010001-00,,111,HIOS,42507AK0010001,AK,AK,3
Major Dental Care - Child,2014,40% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0010001-00,,112,HIOS,42507AK0010001,AK,AK,3
Basic Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-00,,113,HIOS,42507AK0010001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-00,,114,HIOS,42507AK0010001,AK,AK,3
Major Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-00,,115,HIOS,42507AK0010001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-00,,118,HIOS,42507AK0010001,AK,AK,3
Routine Dental Services (Adult),2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-01,,68,HIOS,42507AK0010001,AK,AK,3
Dental Check-Up for Children,2014,No Charge,,No Charge,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0010001-01,Yes,104,HIOS,42507AK0010001,AK,AK,3
Basic Dental Care - Child,2014,20% Coinsurance after deductible,,20% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0010001-01,,110,HIOS,42507AK0010001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0010001-01,,111,HIOS,42507AK0010001,AK,AK,3
Major Dental Care - Child,2014,40% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0010001-01,,112,HIOS,42507AK0010001,AK,AK,3
Basic Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-01,,113,HIOS,42507AK0010001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-01,,114,HIOS,42507AK0010001,AK,AK,3
Major Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-01,,115,HIOS,42507AK0010001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0010001-01,,118,HIOS,42507AK0010001,AK,AK,3
Routine Dental Services (Adult),2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-00,,68,HIOS,42507AK0020001,AK,AK,3
Dental Check-Up for Children,2014,20%,,20%,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0020001-00,Yes,104,HIOS,42507AK0020001,AK,AK,3
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0020001-00,,110,HIOS,42507AK0020001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0020001-00,,111,HIOS,42507AK0020001,AK,AK,3
Major Dental Care - Child,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0020001-00,,112,HIOS,42507AK0020001,AK,AK,3
Basic Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-00,,113,HIOS,42507AK0020001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-00,,114,HIOS,42507AK0020001,AK,AK,3
Major Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-00,,115,HIOS,42507AK0020001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-00,,118,HIOS,42507AK0020001,AK,AK,3
Routine Dental Services (Adult),2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-01,,68,HIOS,42507AK0020001,AK,AK,3
Dental Check-Up for Children,2014,20%,,20%,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0020001-01,Yes,104,HIOS,42507AK0020001,AK,AK,3
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0020001-01,,110,HIOS,42507AK0020001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0020001-01,,111,HIOS,42507AK0020001,AK,AK,3
Major Dental Care - Child,2014,60% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0020001-01,,112,HIOS,42507AK0020001,AK,AK,3
Basic Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-01,,113,HIOS,42507AK0020001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-01,,114,HIOS,42507AK0020001,AK,AK,3
Major Dental Care - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-01,,115,HIOS,42507AK0020001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0020001-01,,118,HIOS,42507AK0020001,AK,AK,3
Routine Dental Services (Adult),2014,No Charge,,No Charge,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,No,No,42507,42507,,,,42507AK0030001-00,,68,HIOS,42507AK0030001,AK,AK,3
Dental Check-Up for Children,2014,No Charge,,No Charge,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0030001-00,Yes,104,HIOS,42507AK0030001,AK,AK,3
Basic Dental Care - Child,2014,20% Coinsurance after deductible,,20% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0030001-00,,110,HIOS,42507AK0030001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0030001-00,,111,HIOS,42507AK0030001,AK,AK,3
Major Dental Care - Child,2014,40% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0030001-00,,112,HIOS,42507AK0030001,AK,AK,3
Basic Dental Care - Adult,2014,20% Coinsurance after deductible,,20% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0030001-00,,113,HIOS,42507AK0030001,AK,AK,3
Orthodontia - Adult,2014,,,,,,,,,,2013-09-02 11:39:25,Not Covered,,,,,,,42507,42507,,,,42507AK0030001-00,,114,HIOS,42507AK0030001,AK,AK,3
Major Dental Care - Adult,2014,40% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,,,,42507AK0030001-00,,115,HIOS,42507AK0030001,AK,AK,3
Accidental Dental,2014,,,,,,,,,,2013-09-02 11:39:25,,,,,,,,42507,42507,,,,42507AK0030001-00,,118,HIOS,42507AK0030001,AK,AK,3
Non-Medically Necessary Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,Yes,Yes,42507,42507,1500.0,Dollars per Lifetime,,42507AK0030001-00,Yes,119,HIOS,42507AK0030001,AK,AK,3
Routine Dental Services (Adult),2014,No Charge,,No Charge,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,Yes,Yes,,No,No,42507,42507,,,,42507AK0030001-01,,68,HIOS,42507AK0030001,AK,AK,3
Dental Check-Up for Children,2014,No Charge,,No Charge,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,No,No,42507,42507,1.0,Visit(s) per 6 Months,,42507AK0030001-01,Yes,104,HIOS,42507AK0030001,AK,AK,3
Basic Dental Care - Child,2014,20% Coinsurance after deductible,,20% Coinsurance after deductible,No Charge,,No Charge,,,,2013-09-02 11:39:25,Covered,Yes,No,No,,Yes,Yes,42507,42507,,,,42507AK0030001-01,,110,HIOS,42507AK0030001,AK,AK,3
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,,2013-09-02 11:39:25,Covered,,No,No,,Yes,Yes,42507,42507,,,,42507AK0030001-01,,111,HIOS,42507AK0030001,AK,AK,3
